n_fixed,fixed,n_fitted,max_error_pct,rms_error_pct,h_Q,h_u0,h_u1,a_d0,a_d1,h_d0,h_d1
4,c_u0+c_u1+a_d0+c_d0,3,1.2895295403803075,0.5963599758953664,2.7887244997873517,2.90522583575971,-0.03157854169304032,0.2635365830624751,0.2421324490086876,2.6525975022153876,-0.6560727968384462
4,c_u0+c_u1+a_d0+c_d1,3,1.54887099838954,1.0431399608002954,2.775466503471176,2.90522583575971,-0.03157854169304032,0.2635365830624751,0.2447540044441521,2.6546792112608473,-0.6631493755538469
4,c_u0+c_u1+a_d1+c_d0,3,1.05524022754937,0.690603223115556,2.762282863128617,2.90522583575971,-0.03157854169304032,0.26230842173926,0.24395430601509957,2.6525975022153876,-0.6592737054686836
4,c_u0+c_u1+a_d1+c_d1,3,0.9118583801570157,0.42624560392224753,2.7886602975670662,2.90522583575971,-0.03157854169304032,0.25796858981723664,0.24395430601509957,2.663310033400551,-0.6631493755538469
4,c_u0+c_u1+c_d0+c_d1,3,1.5948704593626406,1.0929112218106647,2.7589132516042665,2.90522583575971,-0.03157854169304032,0.26311331632401025,0.24526798000454456,2.6525975022153876,-0.6631493755538469
4,c_u0+a_d0+a_d1+c_d0,3,1.235342962520214,0.7678002801924093,2.766788342921262,2.90522583575971,-0.03165266171327004,0.2635365830624751,0.24395430601509957,2.6525975022153876,-0.6597304434836361
4,c_u0+a_d0+a_d1+c_d1,3,2.137983998402171,1.1397825881746664,2.7977715332160273,2.90522583575971,-0.03157822887930889,0.2635365830624751,0.24395430601509957,2.6565897257423314,-0.6631493755538469
4,c_u0+a_d0+c_d0+c_d1,3,1.4568619142617534,1.0743847525383348,2.757135082043071,2.90522583575971,-0.03167712574450943,0.2635365830624751,0.2452645781199503,2.6525975022153876,-0.6631493755538469
4,c_u0+a_d1+c_d0+c_d1,3,2.8655512394017535,1.4852392944529131,2.7940213761749444,2.90522583575971,-0.031587219491073217,0.2642747981123453,0.24395430601509957,2.6525975022153876,-0.6631493755538469
4,c_u1+a_d0+a_d1+c_d0,3,1.1225929460432438,0.7722514709634825,2.763908642134743,2.90668656992005,-0.03157854169304032,0.2635365830624751,0.24395430601509957,2.6525975022153876,-0.6594094821290333
4,c_u1+a_d0+a_d1+c_d1,3,1.0386588045607326,0.7192990581439909,2.7681423196166373,2.927792467788243,-0.03157854169304032,0.2635365830624751,0.24395430601509957,2.670078707512819,-0.6631493755538469
4,c_u1+a_d0+c_d0+c_d1,3,1.530852351247436,1.0829068753804045,2.769055827452356,2.903614375340765,-0.03157854169304032,0.2635365830624751,0.2450416033602581,2.6525975022153876,-0.6631493755538469
4,c_u1+a_d1+c_d0+c_d1,3,1.6039099046301297,0.694804374362848,2.8138453451365684,2.88240833173583,-0.03157854169304032,0.25507246420418395,0.24395430601509957,2.6525975022153876,-0.6631493755538469
4,a_d0+a_d1+c_d0+c_d1,3,2.6821923709277717,1.317450597200668,2.8032211535777374,2.9003729188668337,-0.03155979929066816,0.2635365830624751,0.24395430601509957,2.6525975022153876,-0.6631493755538469
5,c_Q+c_u0+c_u1+a_d0+a_d1,2,1.3642478205853958,0.8171655103439601,2.7789116689875484,2.90522583575971,-0.03157854169304032,0.2635365830624751,0.24395430601509957,2.6526634391216297,-0.6600265366766419
